"study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","SMDH","v_SMDH","species_phylo2"
"s24","do Prado","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat","postnatal","female","NA","NA","NA","NA","2","20","19","days",19,"days","NA","56","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","NA","NA","oxidative damage","NOX2","NADPH oxidase 2, contributes to the generation of oxidative stress","unitless","figure5c","maternal deprivation","control",4,"hours/day",0.846763065436387,0.167862643302529,8,0.876239841289529,0.294987864027426,8,"1","NA",400,"Rattus_norvegicus",-0.116102307169183,0.286321307046585,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9a","deprived","non-deprived",3,"hours/day",0.0702353699584392,0.0262924397008605,5,0.205262213184788,0.0243666610591825,5,"1","NA",836,"Rattus_norvegicus",-4.80866039958387,1.95353067247613,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9a","deprived","non-deprived",3,"hours/day",0.037149899693196,0.0201288357990997,5,0.223015721649045,0.0127129991023663,5,"1","NA",837,"Rattus_norvegicus",-9.96663025001084,7.85468017396392,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9b","deprived","non-deprived",3,"hours/day",0.0490339639674969,0.0284110811736145,5,0.106217398899395,0.00973073842743333,5,"2","NA",838,"Rattus_norvegicus",-2.43084168343395,1.09981222077407,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9b","deprived","non-deprived",3,"hours/day",0.0384850739371914,0.0120202279916179,5,0.119737641781623,0.0270909911429248,5,"2","NA",839,"Rattus_norvegicus",-3.49984714059327,1.61027227968963,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9c","deprived","non-deprived",3,"hours/day",0.0512620217358155,0.0271400417172256,5,0.160625138177081,0.0283199511948933,5,"3","NA",840,"Rattus_norvegicus",-3.55932664637531,1.29323264116531,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9c","deprived","non-deprived",3,"hours/day",0.0582437171969588,0.0245648410558281,5,0.249493434247232,0.0460198322029153,5,"3","NA",841,"Rattus_norvegicus",-4.68032612699596,2.29309564446214,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9d","deprived","non-deprived",3,"hours/day",0.0671032085686144,0.026912065654517,5,0.151990401018225,0.0181838649995228,5,"4","NA",842,"Rattus_norvegicus",-3.33652245258301,1.2926372604834,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure9d","deprived","non-deprived",3,"hours/day",0.0321477044133741,0.0109102644549368,5,0.150918809244901,0.0240026472545931,5,"4","NA",843,"Rattus_norvegicus",-5.7507985933588,3.46064606698087,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10a","deprived","non-deprived",3,"hours/day",0.006061887,0.002253116,5,0.021189826,0.023420241,5,"1","NA",844,"Rattus_norvegicus",-0.820820052625484,0.582687747679391,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10a","deprived","non-deprived",3,"hours/day",0.004119537,0.001267388,5,0.016295066,0.005297178,5,"1","NA",845,"Rattus_norvegicus",-2.85374852666858,1.41371709423562,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10b","deprived","non-deprived",3,"hours/day",0.0044689585434433,0.00331894853952879,5,0.0192521264687416,0.0152639226040602,5,"2","NA",846,"Rattus_norvegicus",-1.20817596400768,0.666730581220747,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10b","deprived","non-deprived",3,"hours/day",0.018392289327204,0.00410834706888402,5,0.016603426293554,0.00798351444330858,5,"2","NA",847,"Rattus_norvegicus",0.254348484750936,0.505409394233444,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10c","deprived","non-deprived",3,"hours/day",0.00286425615628103,0.00524221660741386,5,0.019856863313429,0.00879038277394424,5,"3","NA",848,"Rattus_norvegicus",-2.11953013483765,0.844209412101361,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10c","deprived","non-deprived",3,"hours/day",0.00465173975917722,0.00185090141661051,5,0.0136389828842855,0.00185089411136268,5,"3","NA",849,"Rattus_norvegicus",-4.383177983913,1.70076557743493,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10d","deprived","non-deprived",3,"hours/day",0.00519335203557803,0.00274250105893419,5,0.0208098607142265,0.00945539254566735,5,"4","NA",850,"Rattus_norvegicus",-2.02499699442498,0.939199075360599,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","figure10d","deprived","non-deprived",3,"hours/day",0.00367051271598971,0.00322828828482915,5,0.0045487740930687,0.00334577420699743,5,"4","NA",851,"Rattus_norvegicus",-0.241154659411571,0.50363936353695,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8a","deprived","non-deprived",3,"hours/day",0.0026460884171619,0.00247463128576433,5,0.00438848541788695,0.00204369289015922,5,"1","NA",852,"Rattus_norvegicus",-0.693072096280567,0.531094579155577,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","10","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8a","deprived","non-deprived",3,"hours/day",0.0056451090166556,0.00123082415066975,5,0.00597300369287607,0.00352173405627971,5,"1","NA",853,"Rattus_norvegicus",-0.112205252752096,0.501268438403482,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8b","deprived","non-deprived",3,"hours/day",0.0155760896448326,0.00695930698477672,5,0.0033474883887436,0.00336113862354633,5,"2","NA",854,"Rattus_norvegicus",2.01996318996699,0.853587643822335,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","20","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8b","deprived","non-deprived",3,"hours/day",0.0169333216893003,0.00640590716736569,5,0.00349710976878817,0.00238535303592284,5,"2","NA",855,"Rattus_norvegicus",2.50934082021972,1.11874742654756,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8c","deprived","non-deprived",3,"hours/day",0.0812008538877518,0.0651639579779419,5,0.0668330596654616,0.0150851521627335,5,"3","NA",856,"Rattus_norvegicus",0.274224876879649,0.508492309658324,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","30","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8c","deprived","non-deprived",3,"hours/day",0.110961481567836,0.0867307225003352,5,0.00530219861798641,0.005247026555638,5,"3","NA",857,"Rattus_norvegicus",1.55239212795402,0.799051142295503,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","prefrontal cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8d","deprived","non-deprived",3,"hours/day",0.0276364879709586,0.0127589216653713,5,0.00518438225216247,0.00216925873850057,5,"4","NA",858,"Rattus_norvegicus",2.21470153456145,1.07963070525387,"Rattus_norvegicus"
"s56","Reus","2017","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","50","days","care deprivation","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","oxidative damage to proteins","nmol/mg","figure8d","deprived","non-deprived",3,"hours/day",0.0844638619515637,0.0151845834292202,5,0.00350495784197467,0.00303694922017039,5,"4","NA",859,"Rattus_norvegicus",6.6742878680516,5.65640276595826,"Rattus_norvegicus"
"s60","Khodamoradi","2019","Mammalia","Rodentia","Muridae","Mus","musculus","Naval Medical Research Institute mouse","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","58","days","care deprivation","NA","NA","NA","NA","testes","testes","NA","NA","NA","NA","NA","oxidative damage","ROS","reactive oxygen species","uM","figure3","maternal separation","control",3,"hours/day",1100.26940151568,34.0288810447573,16,616.516541043971,60.5171855689653,16,"1","NA",871,"Mus_musculus",9.60499078121238,2.08597157095486,"Mus_musculus"
"s60","Khodamoradi","2019","Mammalia","Rodentia","Muridae","Mus","musculus","Naval Medical Research Institute mouse","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","58","days","care deprivation","NA","NA","NA","NA","testes","testes","NA","NA","NA","enzymatic","NA","antioxidant","GPx","glutathione peroxidase","ng/ml","figure6","maternal separation","control",3,"hours/day",740.054996674578,4.69374519910298,16,850.091378783127,1.1734362997754,16,"1","NA",872,"Mus_musculus",-31.3518025714331,29.2699457659623,"Mus_musculus"
"s60","Khodamoradi","2019","Mammalia","Rodentia","Muridae","Mus","musculus","Naval Medical Research Institute mouse","postnatal","male","NA","NA","NA","NA","2","14","12","days",12,"days","NA","58","days","care deprivation","NA","NA","NA","NA","testes","testes","NA","1","NA","NA","NA","metabolic capacity","ATP","adenosine triphosphatase","ng/ml","figure6","maternal separation","control",3,"hours/day",137.725348178325,1.17343629977563,16,175.972331813181,5.86726949560136,16,"1","NA",873,"Mus_musculus",-8.81160309015062,2.53005276022914,"Mus_musculus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","1cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1d","maternal separation","control",4,"hours/day",21.0106382978723,4.23449024683264,6,21.8085106382979,2.60584015189701,6,"1","NA",1246,"Rattus_norvegicus",-0.209408665558661,0.40263787215028,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","1cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1d","maternal separation","control",4,"hours/day",21.1436170212766,6.68474400401962,7,26.5957446808511,13.0176593762487,7,"2","NA",1247,"Rattus_norvegicus",-0.49314613906592,0.346906462530498,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","2cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1e","maternal separation","control",4,"hours/day",21.4285714285714,3.28056661979888,6,21.1309523809524,3.64507402199878,6,"1","NA",1248,"Rattus_norvegicus",0.0791976085163141,0.400317068824656,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","2cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1e","maternal separation","control",4,"hours/day",19.9404761904762,4.33084291989739,7,25.4464285714286,13.7799547451281,7,"2","NA",1249,"Rattus_norvegicus",-0.504538168398394,0.351075455495316,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","3cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1f","maternal separation","control",4,"hours/day",21.4099216710183,3.19776728822868,6,21.5404699738903,2.87799055940583,6,"1","NA",1250,"Rattus_norvegicus",-0.0395988042581448,0.400079267206164,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","3cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1f","maternal separation","control",4,"hours/day",19.7127937336815,6.21717018265832,7,24.8041775456919,12.7797387087977,7,"2","NA",1251,"Rattus_norvegicus",-0.474188437587463,0.346271794181539,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","4cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1g","maternal separation","control",4,"hours/day",20.921052631579,3.82485311940756,5,20.1315789473684,3.54531410139674,6,"1","NA",1252,"Rattus_norvegicus",0.195643264655784,0.455989033186062,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","4cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1g","maternal separation","control",4,"hours/day",21.7105263157895,4.41329206085483,5,19.6052631578948,4.7075115315785,5,"2","NA",1253,"Rattus_norvegicus",0.416507174251832,0.510887424973307,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","5cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1h","maternal separation","control",4,"hours/day",21.4095744680851,2.07293314735637,3,17.4202127659574,3.19148936170212,4,"1","NA",1254,"Rattus_norvegicus",1.24640877271395,0.927828140593523,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","5cbA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1h","maternal separation","control",4,"hours/day",22.4734042553191,2.07293314735637,3,24.2021276595745,8.29173258942547,3,"2","NA",1255,"Rattus_norvegicus",-0.228228993043427,1.01158022286268,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PFIA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1i","maternal separation","control",4,"hours/day",18.1547619047619,3.32748210937471,5,18.1547619047619,2.91605921759902,6,"1","NA",1256,"Rattus_norvegicus",0,0.456561085972851,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PFIA","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1i","maternal separation","control",4,"hours/day",22.172619047619,5.41265877365274,3,18.1547619047619,7.44047619047622,4,"2","NA",1257,"Rattus_norvegicus",0.519209713058176,0.809305743665208,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","1cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1j","maternal separation","control",4,"hours/day",20.3753351206434,3.94019797766731,6,24.2627345844504,3.28349831472275,6,"1","NA",1258,"Rattus_norvegicus",-0.989064112671501,0.450502930939272,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","1cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1j","maternal separation","control",4,"hours/day",23.0563002680965,5.25359730355642,6,30.8310991957104,15.2503091656538,7,"2","NA",1259,"Rattus_norvegicus",-0.633925011828851,0.367617970621093,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","5cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1k","maternal separation","control",4,"hours/day",20.959595959596,2.16495305549019,6,24.2424242424242,4.94846412683472,6,"1","NA",1260,"Rattus_norvegicus",-0.793130749531193,0.445940557576588,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","5cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1k","maternal separation","control",4,"hours/day",23.6111111111111,5.25774313476186,6,30.5555555555555,13.3623803589121,7,"2","NA",1261,"Rattus_norvegicus",-0.636026834234624,0.36827593910204,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","6cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1l","maternal separation","control",4,"hours/day",19.8879551820728,2.81857308088209,5,23.109243697479,1.94067317374665,3,"1","NA",1262,"Rattus_norvegicus",-1.1563487542354,0.772301494517306,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","6cbM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1l","maternal separation","control",4,"hours/day",21.5686274509804,2.80112044817929,4,25.7703081232493,8.14254445588158,5,"2","NA",1263,"Rattus_norvegicus",-0.612918236292701,0.55588390671383,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PFIM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1m","maternal separation","control",4,"hours/day",15.4462242562929,2.97482837528605,4,17.7345537757437,2.51716247139588,4,"1","NA",1264,"Rattus_norvegicus",-0.721355201043921,0.711217408626656,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","PFIM","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1m","maternal separation","control",4,"hours/day",21.5102974828375,2.42713998118953,2,29.2906178489702,14.0130992150067,6,"2","NA",1265,"Rattus_norvegicus",-0.672036462704619,0.48936425259091,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","MED","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1n","maternal separation","control",4,"hours/day",11.5646258503401,2.77719925485621,6,15.6462585034014,3.61035903131307,6,"1","NA",1266,"Rattus_norvegicus",-1.16935861666046,0.472868389031137,"Rattus_norvegicus"
"s97","Gutierrez-Menendez","2019","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","21","21","days",21,"days","NA","81.5","days","care deprivation","NA","NA","0","hours","brain","MED","histochemistry","1","NA","NA","NA","metabolic capacity","COX activity","cytochrome c oxidase","COX units","figure1n","maternal separation","control",4,"hours/day",14.0589569160998,2.22175940388495,6,17.1201814058957,5.99943607951155,7,"2","NA",1267,"Rattus_norvegicus",-0.62929808844309,0.367470768611609,"Rattus_norvegicus"
