"study","author","year","class","order","family","genus","species","common_name","prenatal_dev_time","postnatal_dev_time","age_sexual_maturity","life_expectancy","unit_dev_time","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","relative_prenatal_start","relative_prenatal_end","relative_prenatal_duration","relative_postnatal_start","relative_postnatal_end","relative_postnatal_duration","relative_total_duration","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","relative_treatment_delay","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...55","ref","t1","t2","dose","units...61","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","CORT_values_available","observation","species_phylo","species_phylo2","SMDH","v_SMDH"
"s26","Yu","2020","Actinopterygii","Scombriformes","Stromateidae","Pampus","argenteus","silver pomfret",0.83,182.5,365,2555,"days","postnatal","both","NA","NA","NA","NA","134","134","1","days",1,"days","NA","NA","NA","0.36712328767123287","0.36712328767123287","2.7397260273972603E-3",0.00273351010031982,"NA","0","days",0,"disturbance","NA","NA","24","hours","liver","liver","NA","NA","NA","NA","NA","antioxidant","SOD","superoxide dismutase","U/mg","figure2a","disturbed","control",1,"event",271.0382514,10.92896175,9,172.6775956,13.1147541,9,1,"yes",413,"Pampus_argenteus","Pampus_argenteus",7.75917102597176,2.19257753216117
"s26","Yu","2020","Actinopterygii","Scombriformes","Stromateidae","Pampus","argenteus","silver pomfret",0.83,182.5,365,2555,"days","postnatal","both","NA","NA","NA","NA","134","134","1","days",1,"days","NA","NA","NA","0.36712328767123287","0.36712328767123287","2.7397260273972603E-3",0.00273351010031982,"NA","0","days",0,"disturbance","NA","NA","24","hours","liver","liver","NA","NA","NA","NA","NA","antioxidant","GSH","reduced glutathione","mg/g","figure2b","disturbed","control",1,"event",11.25,0.454545455,9,10.79545455,0.454545455,9,1,"yes",414,"Pampus_argenteus","Pampus_argenteus",0.952253824329559,0.278337104560946
"s26","Yu","2020","Actinopterygii","Scombriformes","Stromateidae","Pampus","argenteus","silver pomfret",0.83,182.5,365,2555,"days","postnatal","both","NA","NA","NA","NA","134","134","1","days",1,"days","NA","NA","NA","0.36712328767123287","0.36712328767123287","2.7397260273972603E-3",0.00273351010031982,"NA","0","days",0,"disturbance","NA","NA","24","hours","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","malondialdehyde (MDA) levels; lipid peroxidation","nmol/mg","figure2c","disturbed","control",1,"event",2.069518717,0.120320856,9,1.70855615,0.240641711,9,1,"yes",415,"Pampus_argenteus","Pampus_argenteus",1.80677461816797,0.388738466810808
"s26","Yu","2020","Actinopterygii","Scombriformes","Stromateidae","Pampus","argenteus","silver pomfret",0.83,182.5,365,2555,"days","postnatal","both","NA","NA","NA","NA","134","134","1","days",1,"days","NA","NA","NA","0.36712328767123287","0.36712328767123287","2.7397260273972603E-3",0.00273351010031982,"NA","0","days",0,"disturbance","NA","NA","24","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","U/mg","figure2d","disturbed","control",1,"event",4.93989071,0.043715847,9,4.633879781,0.087431694,9,1,"yes",416,"Pampus_argenteus","Pampus_argenteus",4.21580744005607,1.00535387579436
"s26","Yu","2020","Actinopterygii","Scombriformes","Stromateidae","Pampus","argenteus","silver pomfret",0.83,182.5,365,2555,"days","postnatal","both","NA","NA","NA","NA","134","134","1","days",1,"days","NA","NA","NA","0.36712328767123287","0.36712328767123287","2.7397260273972603E-3",0.00273351010031982,"NA","0","days",0,"disturbance","NA","NA","24","hours","plasma/serum","plasma","NA","NA","NA","NA","NA","glucocorticoids","baseline cortisol","collection time not specified but nothing indicates fish were restrained before blood was collected","ng/ml","figure1","disturbed","control",1,"event",28.5483871,0.725806452,9,22.74193548,0.725806452,9,1,"yes",417,"Pampus_argenteus","Pampus_argenteus",7.6180306836828,2.06357473429789
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I","protein expression levels of mitochondrial complex subunits","unitless","figure6b","maternal restraint","control",2,"hours/day",0.693350533028283,0.127889356563653,7,1.00765467555858,0.305910568154905,7,1,"yes",418,"Rattus_norvegicus","Rattus_norvegicus",1.25470633004416,0.431296072935411
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I","protein expression levels of mitochondrial complex subunits","unitless","figure6b","maternal restraint","control",2,"hours/day",0.861473494621039,0.223999560325614,7,1.08038017816288,0.152617207983814,7,1,"yes",419,"Rattus_norvegicus","Rattus_norvegicus",1.06899164560776,0.387323276053941
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex III","protein expression levels of mitochondrial complex subunits","unitless","figure6b","maternal restraint","control",2,"hours/day",0.842379399308768,0.155708189411337,7,1.09355985007058,0.179856481813839,7,1,"yes",420,"Rattus_norvegicus","Rattus_norvegicus",1.39754826838124,0.416382676722398
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex IV","protein expression levels of mitochondrial complex subunits","unitless","figure6b","maternal restraint","control",2,"hours/day",0.92664167843061,0.174543857485287,7,1.03671566957114,0.0944681198785904,7,1,"yes",421,"Rattus_norvegicus","Rattus_norvegicus",0.73410260805507,0.3625033055855
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex V","protein expression levels of mitochondrial complex subunits","unitless","figure6b","maternal restraint","control",2,"hours/day",0.954643917636178,0.101422828090512,7,0.941281701796232,0.127116611206775,7,1,"yes",422,"Rattus_norvegicus","Rattus_norvegicus",-0.108759879765693,0.333850496527442
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mtDNA copy number","unitless","figure6c","maternal restraint","control",2,"hours/day",0.548853461942082,0.216742839669903,7,1.00394087570054,0.483107915731936,7,1,"yes",423,"Rattus_norvegicus","Rattus_norvegicus",1.13760724871486,0.411094467820855
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","plasma/serum","serum","NA","NA","NA","NA","NA","glucocorticoids","baseline corticosterone","basal serum CORT; no time delay specified","ug/dl","figure5a","maternal restraint","control",2,"hours/day",94.6785945904704,7.55330558743831,7,97.3154541639644,12.3405479741851,7,1,"yes",424,"Rattus_norvegicus","Rattus_norvegicus",-0.241225456429286,0.336259707546034
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","relative carbonyl protein level; protein oxidation","unitless","figure7b","maternal restraint","control",2,"hours/day",1.36350446749217,0.210705393578045,7,0.993463958399173,0.205384550305874,7,1,"yes",425,"Rattus_norvegicus","Rattus_norvegicus",1.66458276491087,0.448860316752674
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","HO-1","heme oxygenase 1; relative expression","unitless","figure8d","maternal restraint","control",2,"hours/day",0.943909602676023,0.144138079298636,7,1.00369176796932,0.199073520978161,7,1,"yes",426,"Rattus_norvegicus","Rattus_norvegicus",-0.321955067152564,0.338073067063534
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","Nrf2","nuclear factor-erthroid factor 2-related factor 2; relative expression, phase II enzyme","unitless","figure8b","maternal restraint","control",2,"hours/day",0.799360543143602,0.134616461670571,7,1.00639456856399,0.12182319824571,7,1,"yes",427,"Rattus_norvegicus","Rattus_norvegicus",-1.50936966204445,0.429198513702337
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD2","superoxide disumtase 2","unitless","figure8f","maternal restraint","control",2,"hours/day",0.792781690140845,0.0728979014404243,7,1.01078345070423,0.122796864327361,7,1,"yes",428,"Rattus_norvegicus","Rattus_norvegicus",-2.02060508472912,0.542457155967559
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","foxo3 protein expression","protein expression of foxo3, foxo family proteins play role in regulation of phase II antioxidant enzymes",NA,"figure9b","maternal restraint","control",2,"hours/day",0.987704918032787,0.216864861562671,7,1,0.21686486156267,7,1,"yes",429,"Rattus_norvegicus","Rattus_norvegicus",-0.0530629136793207,0.333450653033672
"s27","Zheng","2015","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"32","NA","days",1.45454545454545,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","foxo1 protein expression","protein expression of foxo3, foxo family proteins play role in regulation of phase II antioxidant enzymes",NA,"figure9c","maternal restraint","control",2,"hours/day",0.901929260450161,0.0382825752404838,7,0.998392282958199,0.0638042920674761,7,1,"yes",430,"Rattus_norvegicus","Rattus_norvegicus",-1.71595292472838,0.483190100530426
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","1","NA","NA","NA","metabolic capacity","G6PDH","glucose-6-phosphate deyhdrogenase activity","unitless","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",220.9,39.5,9,269.3,43.5,9,2,"NA",695,"Dicentrarchus_labrax","Dicentrarchus_labrax",1.10929293274445,0.28880967927977
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","GPx","glutathhione peroxidase","unitless","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",45.5,16.9,9,57.2,15.4,9,2,"NA",696,"Dicentrarchus_labrax","Dicentrarchus_labrax",-0.689125406054096,0.264967903450738
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","GR","glutathione reductase","mU/mg","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",7,1.7,9,7.6,2.2,9,2,"NA",697,"Dicentrarchus_labrax","Dicentrarchus_labrax",-0.290622498113608,0.252807384858935
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","unitless","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",543.7,72.7,9,617.9,89.6,9,2,"NA",698,"Dicentrarchus_labrax","Dicentrarchus_labrax",-0.866016821031934,0.274431826573371
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","U/mg","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",157.2,20.3,9,232.2,29,9,2,"NA",699,"Dicentrarchus_labrax","Dicentrarchus_labrax",-2.85323708013182,0.534210361361203
"s46","Castro","2018","Actinopterygii","Perciformes","Moronidae","Dicentrarachus","labrax","European seabass",3,547.5,1095,NA,"days","postnatal","both","NA","NA","NA","NA","180","180","5","hours",5,"hours","NA","NA","NA","0.16438356164383561","0.16438356164383561","4.5662100456621002E-3",0.00455373406193078,"NA","0","days",0,"disturbance","NA","NA","18","hours","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","LPO, lipid peroxidation; MDA levels","nmol/g","table3","disturbed","no stress/FO/no carbohydrate",90,"sec/hr",13.6,2,9,10.6,1,9,2,"NA",700,"Dicentrarchus_labrax","Dicentrarchus_labrax",1.80677461716688,0.388738466982638
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","PGC1α protein expression","peroxisome proliferator-activated receptor gamma coactivator-1alpha, necessary to activate AMPK","percent","figure4b","restraint","control",6,"hours/day",81.7365898863252,12.3433623398505,8,100.765070172454,30.9593002249576,8,1,"NA",709,"Rattus_norvegicus","Rattus_norvegicus",-0.76323447835045,0.317474927325839
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I protein expression","complex I subunits","percent","figure4b","restraint","control",6,"hours/day",60.1309038560408,20.798074441076,8,99.5083480650435,33.4764143349063,8,1,"NA",710,"Rattus_norvegicus","Rattus_norvegicus",1.33569908243321,0.361937438165242
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex II protein expression","complex II subunits","percent","figure4b","restraint","control",6,"hours/day",82.4324941625793,10.2861352832087,8,100.209888518684,8.22890822656686,8,1,"NA",711,"Rattus_norvegicus","Rattus_norvegicus",1.80415135492713,0.407564443792752
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex IV protein expression","complex IV subunits","percent","figure4b","restraint","control",6,"hours/day",44.3553524390353,23.3457345545655,8,100.003822600953,47.7825373871153,8,1,"NA",712,"Rattus_norvegicus","Rattus_norvegicus",1.39887089431904,0.381998268381414
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex V protein expression","complex V subunits","percent","figure4b","restraint","control",6,"hours/day",82.5841255154887,22.9099140495026,8,100.078692854104,23.8760214039116,8,1,"NA",713,"Rattus_norvegicus","Rattus_norvegicus",0.706788268914125,0.303585748878234
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial density","percent","figure4c","restraint","control",6,"hours/day",54.2233772870336,24.1824183721733,8,100.268586882729,55.2346799227833,8,1,"NA",714,"Rattus_norvegicus","Rattus_norvegicus",1.0208733994857,0.340060220360304
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","PGC1α protein expression","peroxisome proliferator-activated receptor gamma coactivator-1alpha, necessary to activate AMPK","percent","figure4e","restraint","control",6,"hours/day",79.1522830556157,12.3839201975513,8,99.6447954988098,14.6745972823241,8,1,"NA",715,"Rattus_norvegicus","Rattus_norvegicus",-1.42670618628378,0.360464790996692
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex I protein expression","complex I subunits","percent","figure4e","restraint","control",6,"hours/day",105.254204717594,15.1815106725367,8,99.484856091755,41.7032941671948,8,1,"NA",716,"Rattus_norvegicus","Rattus_norvegicus",-0.173784901288653,0.287425732552435
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","complex IV protein expression","complex IV subunits","percent","figure4e","restraint","control",6,"hours/day",65.2439688379139,18.4311108560446,8,99.7458125946765,15.6712368232636,8,1,"NA",717,"Rattus_norvegicus","Rattus_norvegicus",1.90648971951767,0.418881793750436
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial density","percent","figure4f","restraint","control",6,"hours/day",59.5667506773821,28.4027965447668,8,99.9539754297683,27.6457063260562,8,1,"NA",718,"Rattus_norvegicus","Rattus_norvegicus",1.362179668188,0.352031685555459
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein carbonyls","percent","figure6b","restraint","control",6,"hours/day",149.55414287091,17.0084317602096,8,99.1608367087358,31.3242081819302,8,1,"NA",719,"Rattus_norvegicus","Rattus_norvegicus",1.89001726549408,0.451130643950698
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","oxidative damage","GSH/GSSG","reduced glutathione/oxidized glutathione","percent","figure6c","restraint","control",6,"hours/day",64.8722421819847,11.5209303976064,8,99.8668561594211,16.3144229836488,8,1,"NA",720,"Rattus_norvegicus","Rattus_norvegicus",-2.3423534819692,0.503589674567178
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein carbonyls","percent","figure6e","restraint","control",6,"hours/day",139.555720402841,19.8295705690898,8,99.0784393022538,37.111473224918,8,1,"NA",721,"Rattus_norvegicus","Rattus_norvegicus",1.2860138874992,0.363026578221711
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","female","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","oxidative damage","GSH/GSSG","reduced glutathione/oxidized glutathione","percent","figure6f","restraint","control",6,"hours/day",88.1704295488795,15.2792263009782,8,99.6821222837976,6.68466150667781,8,1,"NA",722,"Rattus_norvegicus","Rattus_norvegicus",-0.922756062106442,0.330131617344973
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","Nrf2","nuclear factor-erthroid factor 2-related factor 2; mRNA expression; antioxidant transcription factor that mediates the expression of antioxidant enzymes such as NQO1 and HO-11","percent","figure5a","restraint","control",6,"hours/day",69.366983519899,19.4425173630719,8,99.6011804975139,26.5914773199622,8,1,"NA",723,"Rattus_norvegicus","Rattus_norvegicus",-1.22698412311779,0.344427271720275
"s48","Cao","2014","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Sprague Dawley rat",22,22,63,1095,"days","prenatal","male","14","20","7","days","NA","NA","NA","NA",7,"days","0.63636363636363635","0.90909090909090906","0.31818181818181818","NA","NA","NA",0.159090909090909,"10","NA","days",0.454545454545455,"disturbance","NA","NA","NA","NA","brain","hippocampus","NA","NA","NA","NA","NA","gene/protein expression","NQO1","NADPH quinineoxido reuctase-1; antioxidant enzyme; mRNA expression","percent","figure5a","restraint","control",6,"hours/day",60.8160766772134,10.7234399353351,8,100.105740595235,25.0004517547532,8,1,"NA",724,"Rattus_norvegicus","Rattus_norvegicus",-1.9307993477652,0.482101861258428
