"study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","fasting_period","fasting_period_units","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","mean_t2","sd_t2","n_t2","sample_depend","observation","SMDH","v_SMDH"
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","gill","gill","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase activity","mU/mg","table4","14","24",-10,"celsius",78,14.31,9,70.41,3.9,9,"1",556,0.689147022001079,0.275861948324834
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","gill","gill","NA","NA","NA","enzymatic","NA","antioxidant","Grx","glutathione reductase activity (GR)","mU/mg","table4","14","24",-10,"celsius",12.84,2.13,9,10.95,0.87,9,"1",557,1.10623085456386,0.307740085880349
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","gill","gill","NA","NA","NA","NA","lipids","oxidative damage","TBARS","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","table4","14","24",-10,"celsius",1.03,0.220454076850486,6,0.94,0.220454076850486,6,"1",558,0.376709317020711,0.40709549547651
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","muscle","skeletal muscle","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase activity","U/mg","table4","14","24",-10,"celsius",12.88,3.27,9,14.52,5.7,9,"1",559,-0.336090064377783,0.254429254971966
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","muscle","skeletal muscle","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase activity","U/mg","table4","14","24",-10,"celsius",0.85,0.18,9,0.94,0.36,9,"1",560,-0.301129102861147,0.253853846305073
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","muscle","skeletal muscle","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase activity","mU/mg","table4","14","24",-10,"celsius",13.06,2.67,9,11.51,2.46,9,"1",561,0.574954508116923,0.260399408755846
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","muscle","skeletal muscle","NA","NA","NA","enzymatic","NA","antioxidant","Grx","glutathione reductase activity (GR)","mU/mg","table4","14","24",-10,"celsius",4.89,0.9,9,5.67,2.16,9,"1",562,-0.448896762667368,0.259419354346341
"s35","Ale","2021","Actinopterygii","Characiformes","Serrasalmidae","Piaractus","mesopotamicus","pacu","postnatal","both","NA","NA","NA","NA","359","360","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","muscle","skeletal muscle","NA","NA","NA","NA","lipids","oxidative damage","TBARS","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","table4","14","24",-10,"celsius",0.085,0.0146969384566991,6,0.085,0.0171464281994822,6,"1",563,0,0.4
"s36","Berntsen","2021","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","prenatal","both","6","13","8","days","NA","NA","NA","NA",8,"days","45","NA","days","temp","NA","NA","12","hours","blood","plasma","NA","NA","NA","NA","general","oxidative damage","ROM","Reactive oxygen metabolites, measured as hydroperoxides and referred to as ROMs","mmol/L","figure3","35.9","37.9",-2,"celsius",0.296292428331812,0.163378854794961,20,0.276929769430353,0.154036331432608,29,"1",564,0.119991126561077,0.0895039910785483
"s36","Berntsen","2021","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","prenatal","both","6","13","8","days","NA","NA","NA","NA",8,"days","145","NA","days","temp","NA","NA","12","hours","blood","plasma","NA","NA","NA","NA","general","oxidative damage","ROM","Reactive oxygen metabolites, measured as hydroperoxides and referred to as ROMs","mmol/L","figure3","35.9","37.9",-2,"celsius",0.435697997870751,0.173216144297236,16,0.297499117602125,0.150027756303891,24,"1",565,0.835919734037062,0.123849655750647
"s36","Berntsen","2021","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","prenatal","both","6","13","8","days","NA","NA","NA","NA",8,"days","45","NA","days","temp","NA","NA","12","hours","blood","plasma","NA","NA","NA","NA","general","oxidative damage","ROM","Reactive oxygen metabolites, measured as hydroperoxides and referred to as ROMs","mmol/L","figure3","37","37.9",-0.9,"celsius",0.291064631793155,0.165094942749577,20,0.276929769430353,0.154036331432608,29,"2",566,0.0871086936808557,0.0896033206530922
"s36","Berntsen","2021","Aves","Passeriformes","Estrildidae","Taeniopygia","guttata","zebra finch","prenatal","both","6","13","8","days","NA","NA","NA","NA",8,"days","145","NA","days","temp","NA","NA","12","hours","blood","plasma","NA","NA","NA","NA","general","oxidative damage","ROM","Reactive oxygen metabolites, measured as hydroperoxides and referred to as ROMs","mmol/L","figure3","37","37.9",-0.9,"celsius",0.341363160675047,0.167997286987529,15,0.297499117602125,0.150027756303891,24,"2",567,0.269786371120604,0.119171350697885
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","blood","plasma","NA","NA","NA","general","NA","antioxidant","TAR","antioxidant capacity, sum of antioxidant defenses; antioxidant capacity expressed in terms of Trolox equivalents","nmol/ml","table1","super cooled","control",-10,"celsius",0.7,0.238117617995813,7,0.65,0.13228756555323,7,"1",582,0.242958391591738,0.336479328448753
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","brain","brain","NA","NA","NA","general","NA","antioxidant","TAR","antioxidant capacity, sum of antioxidant defenses; antioxidant capacity expressed in terms of Trolox equivalents","nmol/ml","table1","super cooled","control",-10,"celsius",0.03,0.0264575131106459,7,0.03,0.0264575131106459,7,"1",583,0,0.333333333333333
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","general","NA","antioxidant","TAR","antioxidant capacity, sum of antioxidant defenses; antioxidant capacity expressed in terms of Trolox equivalents","nmol/ml","table1","super cooled","control",-10,"celsius",0.14,0.0793725393319377,7,0.13,0.0529150262212918,7,"1",584,0.138753247332794,0.33425418588442
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","blood","plasma","NA","NA","NA","NA","lipids","oxidative damage","TBARS","thiobarbituric acid reactive substances, oxidative damage","nmol/mg","table2","super cooled","control",-10,"celsius",8,2.64575131106459,7,7.8,0.0529150262212918,7,"1",585,0.100036384302572,0.33416660656355
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","brain","brain","NA","NA","NA","NA","lipids","oxidative damage","TBARS","thiobarbituric acid reactive substances, oxidative damage","nmol/mg","table2","super cooled","control",-10,"celsius",0.8,0.264575131106459,7,0.8,0.264575131106459,7,"1",586,0,0.333333333333333
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","TBARS","thiobarbituric acid reactive substances, oxidative damage","nmol/mg","table2","super cooled","control",-10,"celsius",1.1,0.264575131106459,7,0.9,0.264575131106459,7,"1",587,0.707505515724283,0.354190168949178
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","brain","brain","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","markers of oxidative damage to proteins formed during oxidative stress","nmol/mg","table3","super cooled","control",-10,"celsius",2.6,1.3228756555323,7,3.7,1.05830052442584,7,"1",588,-0.859440051885842,0.365592870099844
"s39","Baker","2007","Reptilia","Testudines","Cryptodira","Chrysemys","picta","North American painted turtle","postnatal","both","NA","NA","NA","NA","127","129","2","days",2,"days","NA","1","days","temp","NA","NA","NA","NA","liver","liver","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","markers of oxidative damage to proteins formed during oxidative stress","nmol/mg","table3","super cooled","control",-10,"celsius",2.3,0.529150262212918,7,2.2,0.529150262212918,7,"1",589,0.17687637893107,0.334636885559324
"s40","Madeira","2016","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","12","12","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","whole body","whole body","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/min/mg","figure3b","24","18",6,"celsius",2.37854100602517,1.8262183684555,2,1.85074913512564,0.77133623025176,2,"1",590,0.212424524008377,2.01676500291565
"s40","Madeira","2016","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","12","12","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","whole body","whole body","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase","nmom/min/mg","figure3b","24","18",6,"celsius",122.347130165995,23.5331748045605,2,181.724523149315,9.94407451739301,2,"2",591,-1.85441130421671,3.27736042867296
"s40","Madeira","2016","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","12","12","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","whole body","whole body","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","percent/mg","figure3b","24","18",6,"celsius",65.9692878028357,20.5604182527203,2,57.7125093001733,1.26254455762485,2,"3",592,0.319816951496577,2.05075864874047
"s40","Madeira","2016","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","12","12","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","whole body","whole body","NA","NA","NA","NA","lipids","oxidative damage","MDA","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","figure3c","24","18",6,"celsius",0.0486495389365221,0.0262695259792257,2,0.0405304750963874,0.00950671998890582,2,"4",593,0.231883101990409,2.02137939095674
"s40","Madeira","2016","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","12","12","1","days",1,"days","NA","0","days","temp","NA","NA","NA","NA","whole body","whole body","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein carbonylation","unitless","figure3c","24","18",6,"celsius",0.826341798946596,0.115215742444708,2,1.00123120053667,0.0967549112039814,2,"5",594,-0.92747450958682,2.2214789954295
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","gill","gill","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/min/mg","figure1a","26.75","18",8.75,"celsius",107.89802448003,50.3471071203987,6,12.5990433037611,7.01834997082693,6,"1",595,2.44642302983765,0.976116638422224
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","brain","brain","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/min/mg","figure1a","26.75","18",8.75,"celsius",48.410686453417,16.7766840202542,6,6.62495688484787,1.35418716955579,6,"1",596,3.23972855485484,1.43608356027961
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","muscle","muscle","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/min/mg","figure1a","26.75","18",8.75,"celsius",83.8856580955217,3.48324512098924,6,7.32034028471067,6.19032296687967,6,"1",597,14.0664714065302,12.9585409383619
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","CAT","catalase","nmol/min/mg","figure1a","26.75","18",8.75,"celsius",23.7162257245632,9.89193458898444,6,6.9704414594146,0.773821239746169,6,"1",598,2.20240126947968,0.87919247914525
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","gill","gill","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase","nmol/min/mg","figure1b","26.75","18",8.75,"celsius",74.3674061146639,24.8859460305824,6,29.6870582387938,12.1119536917705,6,"1",599,2.10666939866724,0.706372633152884
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","brain","brain","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase","nmol/min/mg","figure1b","26.75","18",8.75,"celsius",41.0126516818219,6.38333965170872,6,36.0160724847174,6.38333965170887,6,"1",600,0.722282028057737,0.42608456640276
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","muscle","muscle","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase","nmol/min/mg","figure1b","26.75","18",8.75,"celsius",573.869662643148,39.8171009847916,6,12.9386401071151,0.654725611647166,6,"1",601,18.3813795425025,34.1692501273846
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","GST","glutathione-S-transferase","nmol/min/mg","figure1b","26.75","18",8.75,"celsius",103.310624181936,30.9422885282373,6,32.7285496592321,6.38344412364302,6,"1",602,2.91533434180395,1.18335800485976
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","gill","gill","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","percent/mg","figure1c","26.75","18",8.75,"celsius",55.7438733491441,22.2476329093344,6,29.5866935397156,1.15901636382874,6,"1",603,1.53220032766603,0.633496370566296
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","brain","brain","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","percent/mg","figure1c","26.75","18",8.75,"celsius",26.5007660195286,0.795146335106224,6,50.2694272616931,6.49834882146541,6,"1",604,-4.73774404032161,2.57937600814867
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","muscle","muscle","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","percent/mg","figure1c","26.75","18",8.75,"celsius",46.4301167394837,17.5734600254795,6,19.4832185379307,0.835559134040956,6,"1",605,1.99874845610549,0.797701394052352
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","liver","liver","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide dismutase","percent/mg","figure1c","26.75","18",8.75,"celsius",21.861586593755,9.46347665339358,6,11.6395570592076,0.512101904253143,6,"1",606,1.4075001962681,0.596952230902199
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","gill","gill","NA","NA","NA","NA","lipids","oxidative damage","MDA","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","figure3","26.75","18",8.75,"celsius",0.350884933699445,0.0732914230184177,6,0.217996087175694,0.00255278294147177,6,"1",607,2.36466207249046,0.957809239427985
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","brain","brain","NA","NA","NA","NA","lipids","oxidative damage","MDA","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","figure3","26.75","18",8.75,"celsius",0.0218643784958104,0.00977005258696725,6,0.0127971054550819,0.00310788668487452,6,"1",608,1.15410599165323,0.51096636353395
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","muscle","muscle","NA","NA","NA","NA","lipids","oxidative damage","MDA","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","figure3","26.75","18",8.75,"celsius",0.0910573109281264,0.0430991246108545,6,0.00289733619985216,0.00344071514336547,6,"1",609,2.66085035951222,1.09910173378347
"s41","Madeira","2016b","Actinopterygii","Perciformes","Sparidae","Sparus","aurata","gilt-head seabream","postnatal","both","NA","NA","NA","NA","165","165","16","hours",16,"hours","NA","0","days","temp","NA","NA","24","hours","liver","liver","NA","NA","NA","NA","lipids","oxidative damage","MDA","lipid peroxidation; measured by the formation of thiobarbituric reactive substances (TBARS)","nmol/mg","figure3","26.75","18",8.75,"celsius",0.12735768103153,0.0534772727860416,6,0.0567568162088736,0.0340823992723681,6,"1",610,1.45283676700126,0.524356969796164
"s42","Bautista","2013","Mammalia","Lagomorpha","Leporidae","Oryctolagus","cuniculus","European rabbit","postnatal","both","NA","NA","NA","NA","1","4","4","days",4,"days","NA","0","days","temp","NA","NA","NA","NA","adipose","brown adipose tissue","NA","0","NA","NA","NA","metabolic capacity","UCP1","UCP-1 expression","unitless","figure4","34.9","36.299999999999997",-1.4,"celsius",0.896609838867219,0.34639320899353,9,0.447488407545184,0.311666069370857,9,"1",611,1.29800868340848,0.303234083326843
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein oxidation","nmol/mg","figure1d","15","28",-13,"celsius",1.82124419609064,0.358084543087666,6,1.20260019673044,0.11985737822044,6,"1",618,2.13792640234137,0.774252775188512
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein oxidation","nmol/mg","figure1d","15","28",-13,"celsius",1.87382559958087,0.155373981229996,6,1.05910994704316,0.0865650788019763,6,"2",619,5.97753270433715,2.68130058807634
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein oxidation","nmol/mg","figure1d","20","28",-8,"celsius",1.64906401285486,0.179273119430315,6,1.20260019673044,0.11985737822044,6,"3",620,2.70168739636751,0.818261237241218
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","NA","proteins","oxidative damage","protein carbonyls","protein oxidation","nmol/mg","figure1d","20","28",-8,"celsius",1.51388156953492,0.123753242296951,6,1.05910994704316,0.0865650788019763,6,"4",621,3.92955292348225,1.26285787707366
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","protein thiols","nmol/mg","figure1e","15","28",-13,"celsius",20.3106240949401,0.726156921987048,6,41.381643366705,2.11856927047101,6,"1",622,-12.2777664067543,12.6379880903837
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","protein thiols","nmol/mg","figure1e","15","28",-13,"celsius",95.1040338489028,1.11346172936408,6,97.0850977455051,1.42818406306574,6,"2",623,-1.42754959128683,0.507956956035515
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","protein thiols","nmol/mg","figure1e","20","28",-8,"celsius",30.8121553748369,1.26083488060517,6,41.381643366705,2.11856927047101,6,"3",624,-5.59460133792702,2.32091021774243
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","NA","NA","non-enzymatic","NA","antioxidant","thiols","protein thiols","nmol/mg","figure1e","20","28",-8,"celsius",96.6103918123843,1.11243801411956,6,97.0850977455051,1.42818406306574,6,"4",625,-0.3421907869281,0.406205518414774
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine-aminotransferase (ALT) activity","ug/30min/mg","figure1f","15","28",-13,"celsius",23.5755201954589,2.5737854354573,6,9.77812435082148,1.34795037873267,6,"1",626,6.19709806808651,2.94299537370727
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine-aminotransferase (ALT) activity","ug/30min/mg","figure1f","15","28",-13,"celsius",38.8565156593483,1.53070478694543,6,10.9072996344447,2.01649184709308,6,"2",627,14.4065978433295,11.5276296515963
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine-aminotransferase (ALT) activity","ug/30min/mg","figure1f","20","28",-8,"celsius",13.757580420012,2.76567220564712,6,9.77812435082148,1.34795037873267,6,"3",628,1.6878717547481,0.596515360057392
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","ALT","alanine-aminotransferase (ALT) activity","ug/30min/mg","figure1f","20","28",-8,"celsius",24.5568718896817,2.10717882335017,6,10.9072996344447,2.01649184709308,6,"4",629,6.10719876550828,2.26849809729327
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","AST","asparatate-aminotransferase (AST) activity","ug/hr/mg","figure1g","15","28",-13,"celsius",14.6365745036185,1.4051308220449,6,9.90318240861014,1.01750479371558,6,"1",630,3.56046924575211,1.09555451706697
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","28","30","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","AST","asparatate-aminotransferase (AST) activity","ug/hr/mg","figure1g","15","28",-13,"celsius",21.9989175480918,1.30876167501702,6,17.3646625842766,0.557199851549438,6,"2",631,4.25151462254742,1.73793824419277
"s44","Basha","2012","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","14","16","2","days",2,"days","NA","2","days","temp","NA","NA","NA","NA","brain","cerebral cortex","NA","1","NA","NA","NA","metabolic capacity","AST","asparatate-aminotransferase (AST) activity","ug/hr/mg","figure1g","20","28",-8,"celsius",11.9879013858933,1.19058673235019,6,9.90318240861014,1.01750479371558,6,"3",632,1.73704994152479,0.554529842777405
