"","study","author","year","class","order","family","genus","species","common_name","stage","sex","prenatal_trt_start","prenatal_trt_end","prenatal_dur","prenatal_unit","post_natal_trt_start","postnatal_trt_end","dur_trt_postnatal","postnatal_unit","total_trt_duration","total_trt_unit","prenatal_measure_delay","postnatal_measure_delay","measure_delay_units","envirn_type","nutrition_sum","nutrition_type","admin","fasting_period","fasting_period_units","num_tissues_types","tissue_sum","tissue","mito_preparation","mito_efficiency_dir","respiration_category","antioxidant_category","oxidative_damage_category","measurement_category","measure_listed","descrp_measure","units...42","measurement_methods","ref","t1","t2","dose","units...48","mean_t1","sd_t1","n_t1","se_t1","CI95_t1","mean_t2","sd_t2","n_t2","se_t2","CI95_t2","sample_depend","control_multiple_comparisons","type","CORT_values_available","Notes","observation","SMDH","v_SMDH","ROM","v_ROM","species_phylo"
"131","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","PGC1α","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure4b","low protein","control",-12,"percent",2.46822742474916,1.39056450614612,8,0.491638795986622,"NA",0.993311036789298,0.14189433736185,8,0.0501672240802677,"NA","1","no","raw","NA","View study_notes",131,1.4106067614454,0.424944565534316,0.910211685797771,0.0422262178567049,"Mus_musculus"
"132","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","PGC1β","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure4b","low protein","control",-12,"percent",1.68561872909699,0.624335084392136,8,0.220735785953178,"NA",1.00334448160535,0.227030939778958,8,0.080267558528428,"NA","1","no","raw","NA","View study_notes",132,1.37294347747424,0.392579156300567,0.518793793415169,0.0235485260770975,"Mus_musculus"
"133","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","Nrf1","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure4b","low protein","control",-12,"percent",1.08361204013378,0.0567577349447396,8,0.020066889632107,"NA",0.993311036789298,0.0567577349447408,8,0.0200668896321075,"NA","1","no","raw","NA","View study_notes",133,1.50394356802187,0.366494509135513,0.0870113769896301,0.000751057148363562,"Mus_musculus"
"134","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","Nrf2","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.852842809364549,0.227030939778958,8,0.080267558528428,"NA",1.00334448160535,0.001,8,0.001,"NA","1","no","raw","NA","View study_notes",134,-0.886198649582201,0.341808398158751,-0.162518929497773,0.00885825565594479,"Mus_musculus"
"135","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","TFAM","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure4b","low protein","control",-12,"percent",1.28428093645485,0.198652072306588,8,0.0702341137123743,"NA",0.983277591973245,0.227030939778958,8,0.080267558528428,"NA","1","no","raw","NA","View study_notes",135,1.33387784037879,0.350377912548075,0.267062785249045,0.00965461270206419,"Mus_musculus"
"136","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","NDUFB6","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.983277591973245,0.312167542196067,8,0.110367892976588,"NA",1.00334448160535,0.312167542196067,8,0.110367892976588,"NA","1","no","raw","NA","View study_notes",136,-0.0607653966877467,0.285846158336951,-0.0202027073175174,0.0246989171178674,"Mus_musculus"
"137","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","NDUFB8","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.963210702341137,0.25540980725133,8,0.0903010033444822,"NA",0.963210702341137,0.31216754219607,8,0.110367892976589,"NA","1","no","raw","NA","View study_notes",137,0,0.285714285714286,0,0.0219184027777781,"Mus_musculus"
"138","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","COX1","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",1.03344481605351,0.368925277140808,8,0.130434782608696,"NA",0.983277591973245,0.340546409668437,8,0.120401337792642,"NA","1","no","raw","NA","View study_notes",138,0.13357705378052,0.286355594959221,0.0497615095590613,0.0309236234674425,"Mus_musculus"
"139","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","COX4-1","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.973244147157191,0.227030939778958,8,0.080267558528428,"NA",0.993311036789298,0.22703093977896,8,0.0802675585284285,"NA","1","no","raw","NA","View study_notes",139,-0.0835524204456596,0.285963607391512,-0.0204088716312071,0.0133319440108234,"Mus_musculus"
"140","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","COX3","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.963210702341137,0.08513660241711,8,0.0301003344481607,"NA",1.01337792642141,0.255409807251329,8,0.0903010033444818,"NA","1","no","raw","NA","View study_notes",140,-0.249105189068211,0.28934884172007,-0.0507723253734285,0.00891696050019604,"Mus_musculus"
"141","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","COX4-2","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure4b","low protein","control",-12,"percent",1.02341137123746,0.198652072306589,8,0.0702341137123748,"NA",1.00334448160535,0.170273204834219,8,0.060200668896321,"NA","1","no","raw","NA","View study_notes",141,0.102530849944457,0.28609851695975,0.0198026272961826,0.00830972702806615,"Mus_musculus"
"142","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","UCP1","fold change in mRNA expression levels; uncoupling protein","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.7123745819398,0.0567577349447396,8,0.020066889632107,"NA",1.02341137123746,0.397304144613178,8,0.14046822742475,"NA","1","no","raw","NA","View study_notes",142,-1.03605001352618,0.359380168929352,-0.362292936242956,0.0196324014667577,"Mus_musculus"
"143","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","UCP2","fold change in mRNA expression levels; uncoupling protein","percent","rt PCR","figure4b","low protein","control",-12,"percent",2.53846153846154,0.737850554281613,8,0.260869565217391,"NA",1.20401337792642,0.794608289226356,8,0.280936454849499,"NA","1","no","raw","NA","View study_notes",143,1.64516415240681,0.382906259509092,0.745897745945476,0.0650054593017304,"Mus_musculus"
"144","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","NA","NA","NA","NA","gene/protein expression","UCP3","fold change in mRNA expression levels; uncoupling protein","percent","rt PCR","figure4b","low protein","control",-12,"percent",0.762541806020067,0.17027320483422,8,0.0602006688963215,"NA",0.973244147157191,0.368925277140808,8,0.130434782608696,"NA","1","no","raw","NA","View study_notes",144,-0.693228467785463,0.310101555808826,-0.243977638217052,0.0241942131789303,"Mus_musculus"
"145","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","PGC1α","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.04560260586319,0.276393530105491,8,0.0977198697068404,"NA",1.00651465798046,0.207295147579118,8,0.0732899022801301,"NA","1","no","raw","NA","View study_notes",145,0.151246036689066,0.286595314004339,0.0380998462322644,0.0140364892716095,"Mus_musculus"
"146","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","PGC1β","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.22638436482085,0.221114824084392,8,0.0781758957654719,"NA",1.04560260586319,0.290213206610765,8,0.102605863192182,"NA","1","no","raw","NA","View study_notes",146,0.662398529632898,0.302488680921391,0.159476924109937,0.013693089543854,"Mus_musculus"
"147","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","Nrf1","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.21172638436482,0.234934500589667,8,0.0830618892508141,"NA",1.00651465798046,0.152016441558019,8,0.053745928338762,"NA","1","no","raw","NA","View study_notes",147,0.980373100965303,0.32580376568582,0.185552577375396,0.00755023399869874,"Mus_musculus"
"148","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","Nrf2","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.23127035830619,0.304032883116039,8,0.107491856677524,"NA",1.00162866449511,0.248754177094941,8,0.0879478827361559,"NA","1","no","raw","NA","View study_notes",148,0.781494997349654,0.308381516174135,0.20641910837302,0.0153312637545378,"Mus_musculus"
"149","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","TFAM","fold change in mRNA expression levels; mito biogenesis","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.07491856677524,0.165836118063293,8,0.0586319218241038,"NA",0.996742671009772,0.165836118063296,8,0.0586319218241046,"NA","1","no","raw","NA","View study_notes",149,0.445612909043494,0.292806102310936,0.075507552508141,0.00643541422402703,"Mus_musculus"
"150","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","NDUFB6","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.02605863192182,0.221114824084393,8,0.0781758957654723,"NA",1.02117263843648,0.248754177094941,8,0.0879478827361559,"NA","1","no","raw","NA","View study_notes",150,0.0196254682700252,0.285728230472276,0.0047732787526556,0.0132224012671543,"Mus_musculus"
"151","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","NDUFB8","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.11889250814332,0.138196765052746,8,0.0488599348534202,"NA",1.0114006514658,0.207295147579119,8,0.0732899022801305,"NA","1","no","raw","NA","View study_notes",151,0.576786417829342,0.29935342749952,0.101003210288866,0.00715790259221357,"Mus_musculus"
"152","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","COX1","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.05048859934853,0.165836118063293,8,0.0586319218241038,"NA",0.991856677524431,0.110557412042197,8,0.0390879478827363,"NA","1","no","raw","NA","View study_notes",152,0.393263466701809,0.292054795841718,0.0574320490858704,0.00466825620183757,"Mus_musculus"
"153","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","COX4-1","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.35342019543974,0.165836118063295,8,0.0586319218241043,"NA",1.04560260586319,0.304032883116039,8,0.107491856677524,"NA","1","no","raw","NA","View study_notes",153,1.18821423862253,0.350917459665134,0.25804149116549,0.0124453436145169,"Mus_musculus"
"154","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","COX3","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.14332247557003,0.110557412042195,8,0.0390879478827357,"NA",0.996742671009772,0.0552787060210991,8,0.0195439739413684,"NA","1","no","raw","NA","View study_notes",154,1.58529571576982,0.407782178884136,0.137201121513483,0.00155328919413738,"Mus_musculus"
"155","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","COX4-2","fold change in mRNA expression levels; respiratory chain","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.22149837133551,0.234934500589667,8,0.0830618892508141,"NA",1.0114006514658,0.110557412042198,8,0.0390879478827366,"NA","1","no","raw","NA","View study_notes",155,1.08172066784796,0.344482323151335,0.18874212459688,0.00611761712058623,"Mus_musculus"
"156","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","UCP2","fold change in mRNA expression levels; uncoupling protein","percent","rt PCR","figure5a","low protein","control",-12,"percent",0.986970684039088,0.248754177094942,8,0.0879478827361565,"NA",1.02605863192182,0.152016441558019,8,0.053745928338762,"NA","1","no","raw","NA","View study_notes",156,-0.179243743775894,0.287100507950114,-0.0388398333162597,0.0106841621725317,"Mus_musculus"
"157","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","NA","NA","NA","NA","gene/protein expression","UCP3","fold change in mRNA expression levels; uncoupling protein","percent","rt PCR","figure5a","low protein","control",-12,"percent",1.1970684039088,0.276393530105491,8,0.0977198697068404,"NA",1.01628664495114,0.221114824084393,8,0.0781758957654723,"NA","1","no","raw","NA","View study_notes",157,0.682784775982565,0.303166390725174,0.163720130843413,0.0125810498091278,"Mus_musculus"
"158","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","mitochondrial density","mitochondrial DNA content to nuclear DNA content","unitless","calculated as ratio of XOX1 to cyclophilin A DNA levels using RTqPCR","figure5b","low protein","control",-12,"percent",0.831001890359168,0.172165129332377,8,0.0608695652173914,"NA",1.05066162570888,0.21707777176691,8,0.076748582230624,"NA","1","no","raw","NA","View study_notes",158,-1.05986813076976,0.327913593608259,-0.234543294778933,0.0107013189183008,"Mus_musculus"
"159","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","complex I","activity of complex, percentage of Cplx/CS ratio","percent","MitoSciences kit MS130","figure5c","low protein","control",-12,"percent",117.919075144509,13.8968962776547,8,4.91329479768785,"NA",99.9999999999999,26.9763280683886,8,9.53757225433529,"NA","1","no","raw","NA","View study_notes",159,0.789407240470835,0.315471248584707,0.164828399346441,0.0108326395617778,"Mus_musculus"
"160","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","complex II","activity of complex, percentage of Cplx/CS ratio","percent","spectrophotometrically, Barrientos et al. 2009","figure5c","low protein","control",-12,"percent",88.7283236994219,30.2461860160721,8,10.6936416184971,"NA",99.9999999999999,29.4287215291512,8,10.4046242774567,"NA","1","no","raw","NA","View study_notes",160,-0.357067255173115,0.290271167476261,-0.119591027470527,0.0253509736896481,"Mus_musculus"
"161","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","complex III","activity of complex, percentage of Cplx/CS ratio","percent","spectrophotometrically, Barrientos et al. 2009","figure5c","low protein","control",-12,"percent",75.1445086705202,38.4208308852805,8,13.5838150289017,"NA",99.9999999999999,40.8732243460433,8,14.4508670520231,"NA","1","no","raw","NA","View study_notes",161,-0.592336003395983,0.29829292206043,-0.285757144042196,0.0535602706484241,"Mus_musculus"
"162","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","COXIV/porin protein","increased protein level of sub unit IV (COX-IV) of the complex IV relative to mito content","unitless","Western blot","figure5d","low protein","control",-12,"percent",1.38624754420432,0.240055111569815,8,0.0848722986247545,"NA",1.12102161100196,0.240055111569815,8,0.0848722986247545,"NA","1","no","raw","NA","View study_notes",162,1.04440525557076,0.32467079778085,0.212360065913185,0.00948040881422634,"Mus_musculus"
"163","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","COX/CS activity complex IV","cytochrome C oxidase (COX = complex IV) / citrate synthase (CS) activity; COX activity indicates maximum activity of complexes","percent","spectrophotometrically, Barrientos et al. 2009","figure5d","low protein","control",-12,"percent",225.988700564972,78.3010898941035,8,27.683615819209,"NA",101.129943502825,30.3616471017952,8,10.7344632768362,"NA","1","no","raw","NA","View study_notes",163,1.98753351758626,0.503759387838775,0.804078741267227,0.0262730643940575,"Mus_musculus"
"164","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","Porin/B-actin","porin is a protein commonly used as a marker of mitochondrial density; relative amount of mito to other protein","unitless","Western blot and densitometrical","figureS1","low protein","control",-12,"percent",1.38659793814433,0.349908510277881,4,0.17495425513894,"NA",1.76288659793814,0.874771275694699,4,0.43738563784735,"NA","1","no","raw","NA","View study_notes",164,-0.490620609909904,0.697244193741304,-0.240099357460763,0.077477580274059,"Mus_musculus"
"165","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","COX IV/B-actin","COXIV is a subunit of complex IV in the ETC and B-actin is a housekeeping protein; high ratio suggests higher mito content/activity relative to cytoskeletal protein","unitless","Western blot and densitometrical","figureS1","low protein","control",-12,"percent",1.7319587628866,0.481124201632083,4,0.240562100816042,"NA",1.1340206185567,0.539442286678396,4,0.269721143339198,"NA","1","no","raw","NA","View study_notes",165,1.01617901676271,0.753834951867151,0.423483613610845,0.0758623397706187,"Mus_musculus"
"166","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","1","NA","NA","NA","metabolic capacity","Porin/B-actin","porin is a protein commonly used as a marker of mitochondrial density; relative amount of mito to other protein","unitless","Western blot and densitometrical","figureS1","low protein","control",-12,"percent",1.56122448979592,0.530612244897959,4,0.26530612244898,"NA",1.19897959183673,0.142857142857142,4,0.071428571428571,"NA","1","no","raw","NA","View study_notes",166,0.809799530244166,0.762187262917339,0.263999587808227,0.0324268992972623,"Mus_musculus"
"167","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","0","NA","NA","NA","metabolic capacity","UCP2","intensity ratio of protein levels","unitless","Western blot and densitometrical","figureS1","low protein","control",-12,"percent",0.739795918367347,0.764829783732389,4,0.382414891866194,"NA",0.0969387755102044,0.144307506364602,4,0.072153753182301,"NA","1","no","raw","NA","View study_notes",167,1.01461635218272,0.826850452937599,2.03229476325413,0.821222327989698,"Mus_musculus"
"168","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"muscle","gastrocnemius","NA","1","NA","NA","NA","metabolic capacity","CS","citrate synthase enzymatic activity","mol/min/mg","Le Page et al. 2009","figureS2","low protein","control",-12,"percent",0.40904347826087,0.0472224354740232,8,0.016695652173913,"NA",0.484173913043478,0.0826392620795408,8,0.0292173913043478,"NA","1","no","raw","NA","View study_notes",168,-1.05523661353504,0.335733458886185,-0.168622712435791,0.00530747072786258,"Mus_musculus"
"169","s9","Jousse","2014","Mammalia","Rodentia","Muridae","Mus","musculus","lab mouse","both","male","0","20","21","days","0","28","29","days",50,"days","210","182","days","nutrition","undernutrition","low protein","maternal","12","hours",3,"wat","white adipose tissue","NA","1","NA","NA","NA","metabolic capacity","CS","citrate synthase enzymatic activity","mol/min/mg","Le Page et al. 2009","figureS2","low protein","control",-12,"percent",0.52695652173913,0.0914934687309202,8,0.0323478260869565,"NA",0.458086956521739,0.0796878598624144,8,0.0281739130434783,"NA","1","no","raw","NA","View study_notes",169,0.75881272977693,0.306665993184543,0.140059016200188,0.00755092829894364,"Mus_musculus"
"170","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","Aebi 1984","figure3a","maternal deprivation","control",3,"hours",0.290909090909091,0.194676784982948,12,0.0561983471074381,"NA",0.487603305785124,0.160322058221251,12,0.0462809917355371,"NA","1","no","raw","NA","View study_notes",170,-1.06487971566085,0.208537812856512,-0.516491361301668,0.046328120362962,"Rattus_norvegicus"
"171","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","male","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","hippocampus","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","Aebi 1984","figure3a","maternal deprivation","control",3,"hours",0.201652892561983,0.0744352413170104,12,0.0214876033057854,"NA",0.51900826446281,0.131693119253171,12,0.0380165289256198,"NA","1","no","raw","NA","View study_notes",171,-2.86436247418393,0.417887535277382,-0.945371941174999,0.0167198038258823,"Rattus_norvegicus"
"172","s10","Abelaira","2021","Mammalia","Rodentia","Muridae","Rattus","norvegicus","Wistar rat","postnatal","female","NA","NA","NA","NA","1","10","10","days",10,"days","NA","60","days","care deprivation","NA","NA","maternal","NA","NA",2,"brain","prefrontal cortex","NA","NA","NA","enzymatic","NA","antioxidant","SOD","superoxide disumtase (SOD) activity","U/mg","Aebi 1984","figure3a","maternal deprivation","control",3,"hours",0.295867768595041,0.137418907046787,12,0.0396694214876033,"NA",0.375206611570248,0.1774994216021,12,0.0512396694214876,"NA","1","no","raw","NA","View study_notes",172,-0.482568268929345,0.187442807149337,-0.237564211640649,0.0366266594172351,"Rattus_norvegicus"
